freq_hz,s11_re,s11_im,s11_mag,s11_db,s21_re,s21_im,s21_mag,s21_db,s21_phase_rad,s21_phase_unwrap_rad,s21_phase_deg,s12_mag,s22_mag,group_delay_s21_s,passivity_sigma_max,passivity_margin,passivity_q_min_eig,reciprocity_abs_s21_minus_s12
1000000000.0,-0.949563031,-0.2800536569999999,0.9900000003237275,-0.08729610520873789,0.0006886042259999994,-0.0142554897,0.014272111349301867,-36.91023549282496,-1.5225293496463599,-1.5225293496463599,-87.23450591953446,0.014259653614085889,0.9900000003404613,6.812548790774455e-10,0.9934498715403166,0.006550128459683391,0.013057352736528166,1.9847025726854764e-05
1001962066.7102681,-0.9547473433744559,-0.25026451936678307,0.987002947986716,-0.11363100349781319,0.0010005132822387584,-0.013051387212555497,0.013089680477383445,-37.66141909129637,-1.4942864319105253,-1.4942864319105253,-85.61630593213596,0.013088453099645904,0.9899999999685525,8.675949989955403e-10,0.9913891948117922,0.008610805188207782,0.01714746441042611,2.483818693761812e-05
1003924133.4205363,-0.961504034914025,-0.23581770835054705,0.9900000003675022,-0.08729610482467451,0.0002224382535435107,-0.009997525839437773,0.01000000008434327,-39.999999926740365,-1.5485506668908846,-1.5485506668908846,-88.72541757501672,0.010010690108226796,0.9899999996930314,1.0247252455908816e-09,0.9922270982157683,0.007772901784231734,0.015485385566316498,1.2218867909714136e-05
1005886200.1308044,-0.953708266019073,-0.2655946957804727,0.989999999545368,-0.08729611203777285,0.00043781857630447585,-0.015722920142584182,0.015729014683566057,-36.06596964275737,-1.5429576387874413,-1.5429576387874413,-88.40496066999135,0.015743798154161544,0.9856272804920901,1.1526456188634696e-09,0.9923646904877114,0.007635309512288635,0.015212321073228577,2.5180622821353003e-05
1007848266.8410726,-0.9487291834147923,-0.27383713022211587,0.9874582711948808,-0.10962496157867624,0.0001410677449288934,-0.013882604803344212,0.01388332151304201,-37.150132374720044,-1.5606352012796185,-1.5606352012796185,-89.41781039287187,0.01388827405435524,0.9798928532052057,1.2513561188133044e-09,0.9890863105548399,0.010913689445160135,0.021708270273015,5.0604441221618464e-06
1009810333.5513407,-0.9479580508846573,-0.261213022608822,0.9832887212906876,-0.14637884676476165,-5.696176403493883e-05,-0.013902886102450145,0.013903002791493042,-37.13782780076657,-1.5748934218074873,-1.5748934218074873,-90.23474625248555,0.013925191537005204,0.9900000000983821,1.320856745440386e-09,0.9917529263500043,0.008247073649995662,0.01642613307620274,2.5058072287735872e-05
1011772400.2616088,-0.9461500098519875,-0.29137631798627217,0.9899999999121986,-0.0872961088193387,9.16197785175096e-05,-0.014105319856476369,0.014105617407165209,-37.01215799781974,-1.5643010121906369,-1.5643010121906369,-89.62784588656623,0.01410644469402914,0.9870384183562407,1.361147498744714e-09,0.9929307999956312,0.007069200004368836,0.014088426420036167,9.294402873955363e-06
1013734466.9718771,-0.9600913443919592,-0.24150488343543586,0.9899999991411732,-0.08729611558402671,-0.0009441674088787386,-0.015876683282615964,0.015904732759543183,-35.969472475213834,-1.630195177274228,-1.630195177274228,-93.40330344039432,0.015897861164397717,0.9863416279206395,1.372228378726289e-09,0.9934737036614127,0.006526296338587256,0.013010000133275343,9.986599845985522e-06
1015696533.6821452,-0.9565734046526425,-0.2383990232979998,0.9858330349497264,-0.12393265736512007,-0.0015219320382355702,-0.021545650606842815,0.021599336499095387,-33.31119179106233,-1.6413167444653673,-1.6413167444653673,-94.04052230201776,0.02160320166037022,0.9899999996247912,1.1589497205724669e-09,0.9951179881615231,0.0048820118384769184,0.00974018963736293,3.78901008443026e-05
1017658600.3924134,-0.9573013389219995,-0.2523373632616589,0.9899999991917674,-0.08729611514013218,-0.0007643120077556142,-0.009970750023617464,0.01000000144393325,-39.9999987458156,-1.6473021278588649,-1.6473021278588649,-94.38345950923286,0.010006517232853047,0.9900000004330057,1.3218291998648262e-09,0.9932966077925284,0.006703392207471626,0.013361848947855769,7.260681400453771e-06
1019620667.1026815,-0.9672020252276662,-0.2094491307213648,0.9896204807725204,-0.09062650617108117,-0.0008234691799714211,-0.010592678525395643,0.010624638338914923,-39.4737168868929,-1.6483797547518366,-1.6483797547518366,-94.44520298208994,0.010627331245251961,0.9864489784211302,1.2254898902628265e-09,0.9915078077114423,0.008492192288557687,0.016912267247249264,3.2671125499480053e-06
1021582733.8129497,-0.9593888844661276,-0.2442805130844023,0.9900000003585553,-0.08729610490317173,-0.0021959173600019193,-0.019035889457441273,0.01916212776514867,-34.35112536928711,-1.685645381988311,-1.685645381988311,-96.5803661436477,0.019193433582946836,0.9898839557598611,8.791207250968535e-10,0.9969808379693258,0.003019162030674205,0.006029208721980666,3.132698447432848e-05
1023544800.5232178,-0.9616023509326523,-0.23541648027517878,0.9900000002547261,-0.08729610581413001,-0.0008661112612960724,-0.009962422242279332,0.010000000282520287,-39.999999754606,-1.6575161030197327,-1.6575161030197327,-94.96867717800205,0.010004033174565293,0.9840464588762771,9.904267739340809e-10,0.9914177400669484,0.008582259933051617,0.01709086468054482,1.8949379998182227e-05
1025506867.2334859,-0.960485483659971,-0.23993256395598905,0.98999999978183,-0.08729610996314406,-0.0015301321202041223,-0.011925459358579171,0.012023222746768186,-38.399582138276976,-1.69840711514286,-1.69840711514286,-97.31155959267552,0.012031530809878187,0.990000000107703,9.544585994581748e-10,0.9944210501244763,0.005578949875523653,0.011126775069333909,1.3682438832287325e-05
1027468933.9437541,-0.9485905840389948,-0.26257666893227355,0.9842614506293589,-0.137790480895011,-0.0014409800612621992,-0.009895634219111046,0.010000000006769835,-39.9999999941198,-1.7153977316863447,-1.7153977316863447,-98.28505021194235,0.009987867669284799,0.9890186275496041,1.3617716219422409e-09,0.9913818462666216,0.008618153733378375,0.017162034892984044,1.277390005057778e-05
