freq_hz,s11_re,s11_im,s11_mag,s11_db,s21_re,s21_im,s21_mag,s21_db,s21_phase_rad,s21_phase_unwrap_rad,s21_phase_deg,s12_mag,s22_mag,group_delay_s21_s,passivity_sigma_max,passivity_margin,passivity_q_min_eig,reciprocity_abs_s21_minus_s12
1000000000.0,-0.9518125159999999,-0.2723103630000002,0.9899999997027484,-0.08729611065697572,0.0008882965129999992,-0.00996046833,0.010000000002397048,-39.99999999791795,-1.4818494372878777,-1.4818494372878777,-84.90371863043134,0.010003137986368897,0.9808609761749327,1.2738577556645176e-09,0.9904219667492219,0.009578033250778106,0.019064327780603782,9.674548231609162e-06
1001962066.7102681,-0.952706994591615,-0.2691642301024823,0.9900000001567927,-0.08729610667336136,0.0009832378540127961,-0.011650271167501008,0.011691688285011236,-38.64245543985374,-1.486599716485414,-1.486599716485414,-85.17588957995896,0.011691743343255628,0.9900000001258158,1.3092793555945315e-09,0.9922587275115033,0.007741272488496653,0.015422617677252039,2.171645693004158e-05
1003924133.4205363,-0.9538102996513778,-0.2652280364304614,0.9899999995100046,-0.08729611234803791,0.0009096222638019214,-0.015339460483107173,0.015366406885658426,-36.268553427049795,-1.511566192788469,-1.511566192788469,-86.6063633014374,0.01534093033740091,0.9899999996621751,1.3381277250044685e-09,0.9932659623596027,0.006734037640397261,0.013422728017852851,2.5476584799285858e-05
1005886200.1308044,-0.9563683302710803,-0.2506367718248007,0.9886653501242224,-0.09901372698225053,0.0005248078051837352,-0.012185384623037492,0.012196680763377401,-38.27516686565566,-1.5277542979858416,-1.5277542979858416,-87.53387340756065,0.012193648322426717,0.9900000001664062,1.3604028638943286e-09,0.9920825111601119,0.007917488839888076,0.015772291050246384,1.2622539544802884e-05
1007848266.8410726,-0.9594407979281739,-0.24407653399450419,0.9899999995837482,-0.08729611170103943,0.0005310462900676082,-0.009985889531751333,0.009999999995126772,-40.00000000423284,-1.517666705958404,-1.517666705958404,-86.95589695893865,0.00997880402491987,0.9898177025365392,1.3761047722641118e-09,0.9919203163887318,0.008079683611268207,0.01609408593527812,2.8056756828023504e-05
1009810333.5513407,-0.9580463245788835,-0.24436975561354718,0.988721061522274,-0.09852428996342964,-6.306020909804504e-05,-0.009999801170024452,0.010000000001499695,-39.999999998697376,-1.5771023894986025,-1.5771023894986025,-90.36131077826721,0.01000949547672137,0.9827492877182284,1.3852334501138187e-09,0.9897040845603947,0.010295915439605285,0.020485825004470673,1.9976987493127274e-05
1011772400.2616088,-0.9533007432185714,-0.2624671359061869,0.9887726252540963,-0.09807131568894138,-1.9205907106153456e-05,-0.009999981559941409,0.0100000000033018,-39.99999999713209,-1.572716918685617,-1.572716918685617,-90.11004180950533,0.009988389610573037,0.9870899379329392,1.3877888974434485e-09,0.9907528908345716,0.009247109165428369,0.01840870930293957,1.161491892080916e-05
1013734466.9718771,-0.9554102218571641,-0.2510425377868228,0.9878416106884768,-0.10625368149343528,-0.00032280611255228805,-0.009994789484865724,0.010000001031654125,-39.99999910391666,-1.6030825436185154,-1.6030825436185154,-91.84986396043763,0.01001438964709423,0.9847273383418559,1.3837711142530069e-09,0.9895954657844923,0.010404534215507688,0.020700814098773855,1.901969070826232e-05
1015696533.6821452,-0.956140325105982,-0.24491100817930947,0.9870084717068941,-0.11358239342050522,-0.0007206434266959154,-0.016056678532653204,0.01607284207753583,-35.87814644798488,-1.6156474545852133,-1.6156474545852133,-92.56978032878706,0.016037210832829225,0.9812081039082531,1.3313901121339456e-09,0.9897352051145706,0.010264794885429418,0.0204242237568186,3.7571722360419646e-05
1017658600.3924134,-0.967408549779832,-0.20772744122975517,0.9894594443568564,-0.09204003628625597,-0.0006725369676174387,-0.009977359825373748,0.01000000075288968,-39.999999346048355,-1.638100820699326,-1.638100820699326,-93.85626344298778,0.010010368218914377,0.9899999988685159,1.3351706282219907e-09,0.9925548025893142,0.007445197410685833,0.014834963856887314,2.241271484293552e-05
1019620667.1026815,-0.9618634247990252,-0.23190065423897924,0.9894236511235096,-0.09235424997112066,-0.0007213666229096781,-0.013014740537590839,0.013034716761995958,-37.697968027985425,-1.626166563821493,-1.626166563821493,-93.17248089226298,0.013029195211095438,0.9849874364701086,1.2141614414029768e-09,0.991646693429415,0.008353306570584973,0.016636835410508033,7.49924379408978e-06
1021582733.8129497,-0.9600373383946409,-0.24171948429641088,0.9900000001012066,-0.08729610716105293,-0.0007839823403866087,-0.00996922138384123,0.010000000165503764,-39.99999985624526,-1.6492750920941337,-1.6492750920941337,-94.49650203304402,0.010001133493512669,0.981646771135926,1.1680911502513467e-09,0.9911297520150644,0.00887024798493563,0.01766181467055692,5.091569104588206e-06
1023544800.5232178,-0.9559243551012746,-0.252500089773208,0.9887101031198507,-0.09862055978638067,-0.0013935331675372302,-0.012708199334051304,0.012784375815932834,-37.86640942207407,-1.6800161759944934,-1.6800161759944934,-96.2578363981922,0.01275343718869525,0.9820728768875966,1.3697298142467529e-09,0.9910818282752509,0.008918171724749069,0.017756809662585797,3.178192388405676e-05
1025506867.2334859,-0.957793969974347,-0.250460998028063,0.990000000228502,-0.08729610604421074,-0.0012690233863676607,-0.009919152200275899,0.010000000036369312,-39.999999968410016,-1.698041767437306,-1.698041767437306,-97.2906267110925,0.010011216046967229,0.9854798847788642,1.0596189257369654e-09,0.9921556114374827,0.007844388562517346,0.015627242693114954,1.2351437733470293e-05
1027468933.9437541,-0.9545960851021575,-0.26238581025467045,0.9899999995532149,-0.08729611196892668,-0.0013391370671183172,-0.009909929961187605,0.0099999999960087,-40.0000000034668,-1.7051135414351337,-1.7051135414351337,-97.69580951483839,0.010003820540703975,0.9900000000611752,1.1107656028881554e-09,0.9939866896607489,0.006013310339251121,0.011990460777266548,5.038839918442196e-06
1029431000.6540222,-0.9521998103664714,-0.2661998518228777,0.9887096843727516,-0.09862423851065774,-0.0019288957165754126,-0.01301284409309522,0.0131550275589459,-37.61816475516025,-1.7179549132997547,-1.7179549132997547,-98.43156592583921,0.013157761456333713,0.9822352562021908,1.2909827859787134e-09,0.9918094126143928,0.008190587385607184,0.01631408904949346,1.7636659898630892e-05
1031393067.3642904,-0.9562810029950592,-0.23409216210174305,0.98451637723641,-0.13554110124872837,-0.0016320399769036307,-0.010350838831535657,0.010478712659608435,-39.593841368361836,-1.7271811146419656,-1.7271811146419656,-98.96018832368583,0.010475592886180943,0.9842711191107543,1.262975919887302e-09,0.9885151561609542,0.0114848438390458,0.022837786040084733,1.2059802391860453e-05
1033355134.0745585,-0.9544508370540319,-0.26291367380384856,0.9900000001142316,-0.08729610704677623,-0.002767899844062919,-0.014761441669907832,0.015018702664373341,-36.46735161299902,-1.756152753712737,-1.756152753712737,-100.62014096801734,0.015003745405673325,0.9899999995543046,9.900470790678218e-10,0.996691467813825,0.003308532186174995,0.0066061179871226405,1.5369932477385825e-05
1035317200.7848266,-0.960008124516271,-0.24183548248833311,0.9899999998624307,-0.08729610925598326,-0.002257218303213547,-0.012214098021774578,0.0124209188449921,-38.116925515476254,-1.7535388996570964,-1.7535388996570964,-100.47037816236599,0.012423253644967557,0.9886253627291676,1.3088063306033236e-09,0.9945559206520352,0.005444079347964759,0.010858520695983052,3.479424652213935e-05
1037279267.4950948,-0.9651091567346072,-0.22059989973843042,0.990000000089692,-0.08729610726207744,-0.002038352869764891,-0.011439467833673458,0.01161965174776458,-38.69613775955162,-1.747131627703687,-1.747131627703687,-100.10326852124308,0.011616181053154826,0.9899999997806094,1.4084733144428262e-09,0.9946187801647878,0.005381219835212225,0.010733482143509507,5.0121395800671204e-06
1039241334.205363,-0.9587967228020874,-0.239723748108,0.9883109991611804,-0.10212742471788405,-0.0025338705497540167,-0.009673649780063825,0.010000000001511982,-39.99999999868671,-1.8269763055950554,-1.8269763055950554,-104.678031581,0.010007069612482381,0.9899999997971403,1.2451680302948757e-09,0.9940996213691102,0.005900378630889769,0.011765942793791504,8.873331312120667e-06
1041203400.9156312,-0.9562056561370293,-0.25645807176132507,0.9899999996969615,-0.08729611070774806,-0.0025258726991100465,-0.009675741165599659,0.009999999999789465,-40.000000000182865,-1.8261496284376006,-1.8261496284376006,-104.63066646885798,0.009993081648414257,0.989999999448355,1.2745777022449064e-09,0.994940142590226,0.0050598574097739935,0.010094112662541406,1.3008569109602179e-05
1043165467.6258993,-0.96468167695275,-0.22246181812939983,0.989999999178691,-0.08729611525485986,-0.0022660267637223197,-0.009739872832154347,0.01000000000402221,-39.999999996506354,-1.799384528546171,-1.799384528546171,-103.09713920683299,0.009988858421593591,0.9835028009160136,1.2511971643475396e-09,0.9922305340789728,0.00776946592102723,0.015478567241356333,1.1601208889782424e-05
1045127534.3361675,-0.9575914233063444,-0.22649091856368164,0.9840119258330615,-0.1399927612084355,-0.002609031307103035,-0.00965364986042915,0.009999999999460376,-40.00000000046871,-1.8347539445193715,-1.8347539445193715,-105.12365746593998,0.009997119097144519,0.98559383214002,1.2093518280694254e-09,0.9896459916520808,0.010354008347919219,0.02060081120696958,2.1779013948685522e-05
1047089601.0464356,-0.938889818468035,-0.29370141214875006,0.9837553612159425,-0.14225775664425042,-0.008176468221849222,-0.024169998525031267,0.025515553321120113,-31.86390018551127,-1.8970012065716122,-1.8970012065716122,-108.69016286777823,0.025500383737299934,0.983755360822867,1.248295365586247e-09,0.9989999988689325,0.0010000011310674628,0.00199900225987247,1.6237558391811184e-05
1049051667.7567037,-0.9665338429087207,-0.21427162495153002,0.9899999993673074,-0.08729611360000965,-0.0026186663203359144,-0.009651042094240002,0.010000001340102612,-39.99999883600174,-1.835752112429212,-1.835752112429212,-105.18084827441925,0.0100088961980652,0.9899999995405867,1.0541200997030017e-09,0.9946978413853717,0.0053021586146283495,0.010576204343282235,3.06001480346772e-05
