freq_hz,s11_re,s11_im,s11_mag,s11_db,s21_re,s21_im,s21_mag,s21_db,s21_phase_rad,s21_phase_unwrap_rad,s21_phase_deg,s12_mag,s22_mag,group_delay_s21_s,passivity_sigma_max,passivity_margin,passivity_q_min_eig,reciprocity_abs_s21_minus_s12
1000000000.0,-0.951637693,-0.2727297149999998,0.9899473704103382,-0.0877578726538982,0.00407165994,-0.009153947909999998,0.010018641475070067,-39.98382329368823,-1.1522765966090776,-1.1522765966090776,-66.02058581739861,0.010024875682621894,0.9900000002822797,2.1955427423181623e-09,0.99147369456579,0.008526305434209958,0.016979912984062234,1.3136922823256183e-05
1001962066.7102681,-0.9547013030106322,-0.23272567506390707,0.982657528238679,-0.1519562865139438,0.003721434966666748,-0.009443863642748967,0.010150647206654644,-39.87012532384733,-1.195422382141698,-1.195422382141698,-68.49265723219438,0.010156895138600647,0.9849083101940554,1.9653174730853515e-09,0.9856304118245297,0.014369588175470294,0.028532691286608375,6.810699589428114e-06
1003924133.4205363,-0.9575897960210054,-0.25124048592019355,0.9899999996004878,-0.08729611155417236,0.0034693316020169055,-0.009378898559253928,0.00999999999747643,-40.000000002191946,-1.2164971449063693,-1.2164971449063693,-69.70015219284949,0.010001363446521194,0.9861962848778197,1.755340106470943e-09,0.9903010044589694,0.009698995541030597,0.019303920567556164,6.944765970196292e-06
1005886200.1308044,-0.9601032588193233,-0.24145751696063306,0.9900000000466056,-0.0872961076401016,0.003614299571582891,-0.009323992633262758,0.010000000000914121,-39.999999999206004,-1.2009952565878437,-1.2009952565878437,-68.81195941771482,0.010017246700577435,0.9897273859182264,1.5656106424749365e-09,0.9911735569405974,0.008826443059402611,0.017574980021724602,1.737599173824023e-05
1007848266.8410726,-0.9626887076880518,-0.2253924883128919,0.9887220649393683,-0.09851547497398652,0.003291704240435769,-0.009442705290423521,0.010000000000414759,-39.99999999963975,-1.2353714226588712,-1.2353714226588712,-70.78156864942552,0.009998679110992758,0.9899999997740437,1.3961290810973323e-09,0.9906195432019594,0.00938045679804056,0.01867292062634086,3.284989223374455e-06
1009810333.5513407,-0.9545173314898896,-0.25364345328525206,0.9876428187908054,-0.10800179397073623,0.00319019258963959,-0.009477482461551936,0.010000000128400794,-39.99999988847249,-1.2461018360761313,-1.2461018360761313,-71.39637605066507,0.010006718915347438,0.9798446681555572,1.2468954223381302e-09,0.9877483290672773,0.012251670932722725,0.02435323842480154,6.719592287848929e-06
1011772400.2616088,-0.9531140329841578,-0.2510182022096916,0.9856147816017734,-0.12585583736033673,0.0029299417156956904,-0.011083437614716416,0.011464167994960844,-38.813149168979926,-1.312355092815375,-1.312355092815375,-75.19240804082042,0.01147707386043256,0.9900000003163947,1.1179096661973309e-09,0.990066725888038,0.009933274111961987,0.019767878289340613,1.3553263295770392e-05
1013734466.9718771,-0.9528230149977436,-0.2687532363255072,0.9899999999721334,-0.08729610829349288,0.0027814802180046176,-0.009605382226369317,0.00999999999589013,-40.00000000356978,-1.2889308201928342,-1.2889308201928342,-73.85029608138498,0.009976199735701066,0.9889472841739164,1.0091718126749223e-09,0.9900523212717581,0.009947678728241871,0.019796401144403522,2.521466322432679e-05
1015696533.6821452,-0.9536905579317938,-0.2615613580292259,0.9889085014814812,-0.09687779070515631,0.0026516510020175034,-0.009642030233944972,0.010000000003440467,-39.99999999701165,-1.3024211788926483,-1.3024211788926483,-74.62323669900192,0.00999722619039374,0.989999999751538,9.61141159815994e-10,0.9900511426226948,0.00994885737730522,0.019798734991496297,8.333525532707858e-06
1017658600.3924134,-0.9590376164544911,-0.24565595958231246,0.9900000001277871,-0.08729610692784544,0.002654593139633917,-0.009641220630100797,0.009999999998763633,-40.0000000010739,-1.3021160292210345,-1.3021160292210345,-74.60575291069866,0.0100229637486146,0.9899999995596461,7.701712876289802e-10,0.9902798039263434,0.009720196073656595,0.019345909935602486,2.6125632821495033e-05
