s21_max_db,s21_min_db,s21_pb_rms_db,pb_ripple_db,bw_3db_mhz,f_center_ghz,f_3db_low_ghz,f_3db_high_ghz,gd_mean_ns,gd_std_ps,gd_peak_ns,s11_pb_mean_db,s22_pb_mean_db,reciprocity_max,passivity_margin,sample_id,sample_type,cluster,blend_w1,blend_w2,blend_w3,blend_w4,dominant_unit,gen_gain_db,gen_tau_ps,gen_stretch_ppm,topology_feature_0,topology_feature_1,topology_feature_2,topology_feature_3,topology_feature_4,topology_feature_5,topology_feature_6,topology_feature_7,topology_feature_8,topology_feature_9,topology_feature_10,topology_feature_11,topology_feature_12,topology_feature_13,topology_feature_14,topology_feature_15,topology_feature_16,topology_feature_17,topology_feature_18,topology_feature_19,topology_feature_20,topology_feature_21,topology_feature_22,topology_feature_23,topology_feature_24,topology_feature_25,topology_feature_26,topology_feature_27,topology_feature_28,topology_feature_29,topology_feature_30,topology_feature_31,topology_feature_32,topology_feature_33,topology_feature_34,topology_feature_35,topology_feature_36,topology_feature_37,topology_feature_38,topology_feature_39,topology_feature_40,topology_feature_41,topology_feature_42,topology_feature_43,topology_feature_44,topology_feature_45,topology_feature_46,topology_feature_47,topology_feature_48,topology_feature_49,topology_feature_50,topology_feature_51,topology_feature_52,topology_feature_53,topology_feature_54,topology_feature_55,topology_feature_56,topology_feature_57,topology_feature_58,topology_feature_59,topology_feature_60,topology_feature_61,topology_feature_62,topology_feature_63,topology_feature_64,topology_feature_65,topology_feature_66,topology_feature_67,topology_feature_68,topology_feature_69,topology_feature_70,topology_feature_71,topology_feature_72,topology_feature_73,ae_0,ae_1,ae_2,ae_3,ae_4,ae_5,ae_6,ae_7,ae_8,ae_9,ae_10,ae_11,ae_12,ae_13,ae_14,ae_15,ae_16,ae_17,ae_18,ae_19,ae_20,ae_21,ae_22,ae_23,ae_24,ae_25,ae_26,ae_27,ae_28,ae_29,ae_30,ae_31,ae_32,ae_33,ae_34,ae_35,ae_36,ae_37,ae_38,ae_39,ae_40,ae_41,ae_42,ae_43,ae_44,ae_45,ae_46,ae_47,ae_48,ae_49,ae_50,ae_51,ae_52,ae_53,ae_54,ae_55,ae_56,ae_57,ae_58,ae_59,ae_60,ae_61,ae_62,ae_63
-0.7662791433906773,-39.19789388840189,1.823070925299978,2.9228744217114944,276.652,2.4352517746478872,2.296926,2.573578,1.1450983322561399,1201.7539980301144,4.010275488966128,-8.2320040921121,-8.229572258694509,0.0028386477299067498,0.00410754405696212,synth_0001,synthetic,1,0.168,0.0444,0.5279,0.2597,3,1.2395,44.1155,-88.47,512.0,0.70331931,0.29716807,4.73595459,14.04368985,10.09692088,8478.43266728,14168.14343826,12.8893089,5.81586992,481.07515266,401.20310301,451.88523934,5.00921021,0.0384953,0.04938887,176.46260108,22.25370865,26.01352775,32.0,34.42650385,2.16482828,3.24559774,1.0,25.65837092,6.61145565,3.47817579,1.0,0.28769889,0.17210779,0.19555132,0.33872464,0.06742983,2.83365468,3.61718453,0.16100046,0.34090212,512.0,0.89773413,0.10256452,26642.43758287,93459.4600799,15797.46004259,1804.1641321,4674.71824418,13.77591059,6.36721412,298.93216966,649.82300693,210964029.1463238,638.55214551,0.08465367,0.12501705,411257854.98247975,209463.7876452,26.0,32.0,44.26956298,2.70885808,5.58505695,1.0,13.16216757,15.00907402,12.28987108,1.0,0.51943557,0.390439,0.3865708,1.13228529,0.07969435,2.93255318,4.88373224,0.12958606,0.79123083,0.39584921,0.36617542,-0.80115521,-0.68875247,-0.0543486,-0.13777257,-1.51771465,0.30972501,0.27257325,0.13849561,-0.14956578,1.05028767,-0.74566289,0.68886291,-0.30476524,-0.24883208,1.64543439,1.32404602,1.97913763,1.44642564,2.2550695,1.42056587,2.41855819,1.83897636,1.41709629,0.87023003,1.26214726,1.13636129,1.81017154,1.07305952,1.98214951,2.5699896,-2.10846241,-1.94215194,-3.23031334,-2.32006571,-2.15064298,-1.52632521,-4.4217957,-2.24922316,-1.70558496,-1.1239638,-1.94841292,0.03458558,-2.93549848,-0.49128017,-2.66542445,-3.74260264,2.32615574,1.6980264,2.56894633,1.36965028,4.17545825,2.19617002,2.14880511,2.78033823,2.16033686,1.21140063,1.39617129,2.19585525,2.04126547,1.90143781,1.87784509,3.16903266
-2.0999420623891574,-40.28197822845898,3.0209985253141807,2.963461519619325,313.931,2.446043149068323,2.289078,2.603009,1.2356710038451642,1181.910814029987,5.157044928430751,-7.722153430783056,-7.7200344168700745,0.0030710145804672072,-0.05854070067880235,synth_0002,synthetic,0,0.0774,0.5165,0.2736,0.1325,2,0.4136,-33.5531,839.75,512.0,0.70172051,0.29610893,3.64073043,11.25980565,7.74447661,7325.85761152,13390.98477149,12.90117955,5.86856734,567.0881654,433.45922056,253.88181849,5.39102422,0.037975,0.04965777,90.80525087,14.95946304,26.43914157,32.0,34.6355889,2.13601913,3.60549695,1.0,25.79795707,5.69130206,3.44899456,1.0,0.28503931,0.14694767,0.17777782,0.28830561,0.0614886,2.89460068,3.72523203,0.13295965,0.3623879,512.0,0.89823088,0.10189259,15947.71048874,47117.56072047,7994.18358583,1567.90595264,4106.21309802,13.83883624,6.37027689,355.0920298,742.25536036,102092957.05764727,545.47658551,0.08087257,0.11323292,167805319.78414983,173335.95243832,26.0,32.0,47.38523197,2.98418118,5.74024081,1.0,11.24186305,20.563509,16.78753085,1.0,0.54495727,0.37995157,0.37289207,1.11572297,0.08978868,2.91837141,4.82224717,0.12599289,0.78154816,0.38530111,0.38331375,-0.80419307,-0.6856514,-0.05585812,-0.13959598,-1.48984522,0.32485309,0.27752762,0.13682923,-0.15837564,1.0403658,-0.75538681,0.68309811,-0.30187312,-0.24367379,1.65660193,1.326843,1.98699786,1.4687679,2.24594542,1.41732065,2.48553226,1.85110994,1.42969634,0.89795964,1.24597396,1.16933171,1.80996628,1.16794266,1.99453632,2.56150149,-2.07258067,-1.93354313,-3.22349857,-2.37378433,-2.17553755,-1.51455442,-4.55043828,-2.20563925,-1.69371683,-1.15719984,-2.03176183,-0.04605038,-2.93160506,-0.51309037,-2.69806429,-3.68863725,2.43735921,1.72800891,2.32770912,1.38596493,4.13517864,2.12204614,2.2506084,2.86433765,2.20306512,1.2896586,1.35317916,2.19728554,1.9570313,2.0519723,1.89529888,3.17800346
-2.198130475356373,-40.72669265416107,2.9998813446384207,2.987855277040211,313.931,2.449967285714286,2.293002,2.606933,1.1810798299428604,831.7057109125931,4.270965077462318,-7.6866416145097975,-7.6846462899576595,0.0027421357040070863,-0.049575093107138146,synth_0003,synthetic,0,0.1974,0.3121,0.202,0.2885,2,0.4262,-11.9988,4650.36,512.0,0.70318575,0.29843518,4.66635866,13.41388904,9.48767773,7583.82642724,13496.66737932,12.92461991,5.86623214,535.17436822,450.79470209,320.16677773,5.33153089,0.03811477,0.0500285,159.28211531,18.5894074,26.2775075,32.0,34.52175933,2.17609954,3.64263535,1.0,24.28552918,5.99692747,3.49177421,1.0,0.29078506,0.16337014,0.18734652,0.31646379,0.0640003,2.86951687,3.66840936,0.13782368,0.3600811,512.0,0.89782959,0.10192352,20659.85064733,84185.34968533,14277.3691501,1766.69163956,4548.14249086,13.85368568,6.42888944,345.38972077,722.38891409,206556014.88123858,686.42615924,0.08067677,0.11555866,574474662.7259804,251150.28582765,26.0,32.0,47.29397105,2.94477777,5.92516975,1.0,10.9326353,19.20212,16.4483773,1.0,0.55675299,0.39930783,0.37673014,1.16652954,0.08830251,2.87915447,4.73821632,0.12687752,0.77905657,0.38553679,0.38245341,-0.80037103,-0.68377904,-0.06060036,-0.13316124,-1.47103547,0.33238442,0.2775149,0.14110238,-0.15712261,1.04014017,-0.76596339,0.67902107,-0.30147691,-0.24391611,1.65073693,1.32680493,1.98948248,1.46415663,2.24984979,1.41240522,2.48112846,1.85717048,1.42798743,0.89412855,1.24895492,1.15847856,1.81187661,1.16314575,1.98645556,2.56503674,-2.07938813,-1.93882436,-3.23517358,-2.35292019,-2.18360791,-1.51181157,-4.50967412,-2.20857223,-1.70378816,-1.15174788,-2.01755726,-0.04553934,-2.9503107,-0.50148258,-2.67451419,-3.70285532,2.46911745,1.71802576,2.3542035,1.44836607,4.11091621,2.04997703,2.27457165,2.85624085,2.19857137,1.31751615,1.36707204,2.19672395,1.97788159,2.07016671,1.91832833,3.17987294
-0.049196004578719345,-38.13881416657687,1.1149953591727664,2.9970898013629435,288.424,2.4352517837837837,2.29104,2.579464,1.1113225568999698,901.5159018782481,3.526236009051337,-8.265483242535801,-8.260925168562276,0.002999739285077668,-0.10769174491125089,synth_0004,synthetic,1,0.1423,0.0452,0.3174,0.4951,4,2.2979,46.0424,-1803.75,512.0,0.69978312,0.29986407,4.98928246,15.23965247,10.9387512,8443.57530205,13826.51642153,12.88857732,5.82324162,491.85233013,448.40299414,416.61654023,5.68431053,0.03804636,0.04978704,150.72329592,22.45082052,26.0346772,32.0,35.26710987,2.2046679,3.57922602,1.0,22.11974458,7.41063781,4.155471,1.0,0.30218979,0.17584913,0.19877608,0.3617458,0.06690569,2.82088863,3.6011494,0.1517147,0.33703274,512.0,0.89865962,0.10192356,31039.97934737,103556.60646037,22117.39637445,1840.13013651,4822.49361795,13.83491093,6.45297863,326.9057818,678.87053225,160158370.89670843,722.80846394,0.08284699,0.12359885,324451231.77323043,321395.72203799,26.0,32.0,46.40924122,2.85533467,6.07788771,1.0,11.15953816,16.75445645,15.60877178,1.0,0.56919194,0.42502786,0.38683202,1.21793002,0.08585602,2.86480119,4.78749567,0.13294818,0.78405853,0.38686352,0.38535964,-0.80967558,-0.685139,-0.06674543,-0.13671695,-1.48701144,0.32678297,0.28089886,0.14483962,-0.15157325,1.04676982,-0.76723684,0.68114706,-0.30186344,-0.24381458,1.64280257,1.32727509,1.98925071,1.45743177,2.25738501,1.41514992,2.4505432,1.85011792,1.41945915,0.8758511,1.26057607,1.12829047,1.81540676,1.12836514,1.97376185,2.568511,-2.11205601,-1.87814584,-3.24711844,-2.32148195,-2.16408069,-1.52447618,-4.42025826,-2.27005763,-1.70422508,-1.13422721,-1.96678057,-0.02466854,-2.9666922,-0.48831854,-2.64472404,-3.76185174,2.38349137,1.7063137,2.40718351,1.44660334,4.14406291,2.13549444,2.19207535,2.79387762,2.1817428,1.27512751,1.38274369,2.19317666,2.0281194,1.95313852,1.92247179,3.1730869
-3.249893647671709,-42.37320132709683,4.196366111348788,2.976419416451249,284.5,2.4450621232876713,2.302812,2.587312,1.1123435630948568,1098.0173783913476,4.640341268647872,-8.463689946388266,-8.45999112635598,0.0027871000147356405,0.09125366345335217,synth_0005,synthetic,0,0.0531,0.2429,0.1044,0.5996,4,-1.0375,37.0263,156.86,512.0,0.69833119,0.30165793,4.86445863,14.05436164,11.04885621,7718.24566899,13355.54650861,12.89107377,5.83604199,512.84334085,467.45192821,324.36659847,6.24248848,0.03715638,0.05060096,127.48453282,20.28548555,26.26242348,32.0,35.51797726,2.21695586,3.79207238,1.0,21.50511117,7.62930108,4.93467052,1.0,0.30742563,0.16558766,0.19242429,0.35453954,0.06450646,2.82174494,3.60925088,0.13924753,0.34010649,512.0,0.89913045,0.10098004,29558.37028421,104644.45720869,22953.40751486,1781.2011692,4301.44399695,13.93669026,6.52066308,340.97650804,773.03938755,55805631.77620991,812.86705863,0.07889188,0.1116917,-32222278.59198311,379910.07790468,26.0,32.0,49.13569542,3.0367915,6.37855812,1.0,9.23275429,19.45894366,17.74693733,1.0,0.60358622,0.4386244,0.38840675,1.24992393,0.09021424,2.85748877,4.70717972,0.13180104,0.77245536,0.37803369,0.3950198,-0.81328376,-0.68343722,-0.08047413,-0.13634882,-1.45663698,0.34656396,0.28892564,0.14577644,-0.15564044,1.03793683,-0.78182898,0.67348793,-0.29710275,-0.23550083,1.64654983,1.32838524,1.99651163,1.46229525,2.25376355,1.40880667,2.51480744,1.86074742,1.42283278,0.89996564,1.25823507,1.13922681,1.81870969,1.18664092,1.9774241,2.56374051,-2.10859749,-1.83409359,-3.26597697,-2.32487513,-2.17439186,-1.52531844,-4.48231603,-2.26222772,-1.69893125,-1.15415744,-2.01081135,-0.07051972,-2.9846837,-0.49496292,-2.62890866,-3.74040026,2.45236634,1.71736498,2.25406756,1.47177135,4.12035344,2.10907339,2.30103146,2.85693864,2.21622802,1.3183188,1.36132924,2.18496333,1.97495123,2.0429032,1.98021028,3.19009392
-1.308720651194428,-39.769252434403775,2.2303095373085804,2.9961795699891844,298.234,2.4362328235294117,2.287116,2.58535,1.1781534157080529,729.0028026898857,3.2543993415587487,-8.176580714054257,-8.17334921698213,0.002770668518153548,0.03681274280270508,synth_0006,synthetic,1,0.3135,0.0209,0.3059,0.3597,4,1.0471,-1.7604,1082.79,512.0,0.70479229,0.29611906,5.29350172,16.36997616,11.30673867,8259.27878712,13548.83773392,12.9310236,5.85517692,483.33069322,456.71193896,424.91228662,5.28303856,0.03837216,0.05009949,228.4701597,22.02465268,26.0569443,32.0,34.62351267,2.16846508,3.37088842,1.0,24.24251337,6.47625618,3.57833459,1.0,0.29134547,0.17072335,0.19593163,0.33881663,0.06720365,2.84914553,3.64288296,0.14515006,0.34557171,512.0,0.89696628,0.10251858,25758.29660364,95502.77341442,19809.55661968,1972.73347822,5090.16076855,13.78874009,6.39701789,325.59376557,670.95135596,295690475.71196157,707.78170971,0.08288091,0.12232942,957854728.7579832,313851.10500054,26.0,32.0,45.65982387,2.80774738,5.80000834,1.0,11.52539237,16.75057953,14.10062811,1.0,0.5425928,0.39406691,0.38385483,1.21587112,0.08646185,2.87782816,4.80984651,0.12828223,0.78727804,0.39079531,0.37616277,-0.79981625,-0.68444405,-0.06591181,-0.1325413,-1.48780224,0.32261423,0.27714976,0.14298554,-0.1542465,1.0473924,-0.75520624,0.68162988,-0.30544112,-0.25123878,1.6460041,1.32557416,1.98621855,1.45541869,2.24898396,1.41568181,2.44327239,1.85665717,1.42466583,0.88049495,1.25583789,1.13290027,1.81081859,1.13106346,1.97897605,2.5703294,-2.09799676,-1.91862614,-3.2285698,-2.32179411,-2.1687814,-1.51565253,-4.46124742,-2.23731711,-1.71812558,-1.13903953,-1.9593709,-0.02113615,-2.94652837,-0.49258363,-2.65236891,-3.74351227,2.39934636,1.70539314,2.50897479,1.44531867,4.13336411,2.0692994,2.21236288,2.7966657,2.17416713,1.29272021,1.39139439,2.20002651,2.0193197,1.94578226,1.90294898,3.17706102
-2.7250082155735624,-40.47167243528432,3.6088085832813657,2.9950102589235152,337.476,2.4362328150289017,2.267495,2.604971,1.1497307873931315,837.1029097072634,4.019552489323242,-7.825840706693136,-7.82308038486099,0.002684848290404271,0.02541565985594174,synth_0007,synthetic,0,0.2223,0.53,0.1392,0.1086,2,0.0076,62.6583,-2180.61,512.0,0.70491155,0.29431037,3.86046795,12.43195716,7.3544567,7039.26133613,13207.58613776,12.94802885,5.9067111,583.24883804,459.335842,264.98205312,5.14535944,0.03823462,0.05053869,133.01420764,15.17665518,26.48968074,32.0,34.27741771,2.12211372,3.67300754,1.0,25.6609272,5.36635596,3.11528263,1.0,0.28824374,0.14105125,0.1800811,0.27987215,0.06061939,2.90900153,3.7333234,0.1331306,0.36445553,512.0,0.89765384,0.10271126,17435.09853418,65260.3415316,11872.90236794,1726.24844749,4336.89843494,13.83938928,6.32663335,364.55644293,715.77787947,263614937.3545121,569.09718322,0.07804765,0.11236639,667299844.2862487,191773.24990497,26.0,32.0,47.77820374,2.97113523,5.78031556,1.0,11.07548232,21.01214785,17.08462311,1.0,0.53565584,0.37903155,0.37019771,1.14396486,0.09240809,2.89775106,4.77324771,0.12338709,0.7771531,0.38452361,0.39205128,-0.79807064,-0.68211317,-0.05855482,-0.13545217,-1.47798077,0.33516529,0.27157826,0.13705309,-0.16037524,1.03832882,-0.75409594,0.68529059,-0.30419608,-0.24742223,1.65731769,1.32600965,1.98634897,1.46456922,2.24002003,1.41331231,2.50084492,1.86268198,1.43611662,0.902332,1.24083307,1.17321202,1.80634086,1.18960959,1.99894844,2.55947058,-2.06212252,-1.92107167,-3.22287383,-2.37952581,-2.18644404,-1.48703206,-4.55557159,-2.19432223,-1.7016914,-1.15934645,-2.04712917,-0.10462931,-2.92835872,-0.50993498,-2.71013322,-3.6526165,2.47380093,1.72923814,2.35958769,1.41040695,4.09946129,2.02611424,2.30532841,2.89390303,2.20559641,1.33232614,1.35961937,2.20042103,1.93654571,2.1205276,1.91633138,3.18104229
-2.609960207542679,-41.73311512864721,3.527758068399743,2.990555949145489,286.462,2.4323086802721092,2.289078,2.57554,1.2939221732459563,953.4397122717733,4.574463383036915,-8.277246668753262,-8.272775262634438,0.0027476885078288804,0.05347113102155632,synth_0008,synthetic,0,0.0662,0.2559,0.129,0.5489,4,-0.3285,-125.252,-4562.07,512.0,0.69939331,0.30121952,4.77690691,14.37445908,10.15550997,8019.60166244,13928.73173718,12.88734733,5.85739542,522.17438263,466.90204965,289.66576935,6.32973057,0.03736253,0.05030235,128.81924682,20.66601606,26.29941058,32.0,35.43784524,2.22548576,3.80878603,1.0,22.06003479,7.36901019,4.58001285,1.0,0.30503292,0.16639346,0.19141757,0.35843825,0.06496603,2.81837657,3.61775902,0.13616535,0.34565322,512.0,0.89925944,0.10124646,32203.4934466,104391.22010525,23169.45205502,1762.09157387,4701.75245402,13.92410978,6.46533285,352.13278561,760.6776983,81172728.80888684,771.33009145,0.07910928,0.1126305,61911352.42175928,326646.63119794,26.0,32.0,49.5877941,3.10430165,6.42124031,1.0,9.66968006,20.31756634,18.25392852,1.0,0.59703966,0.43812288,0.38813274,1.23558316,0.09018065,2.85233798,4.70677449,0.13185207,0.77552307,0.38126477,0.39784413,-0.81304119,-0.68428915,-0.07873554,-0.13895038,-1.46132152,0.34567746,0.28362698,0.14495035,-0.1566768,1.0378098,-0.77627093,0.67601652,-0.2988245,-0.23564256,1.64681769,1.32826033,1.99388073,1.4669847,2.25674924,1.41093974,2.49555594,1.86114608,1.42192625,0.89409403,1.25249,1.14140746,1.8168389,1.17667158,1.97920173,2.56382336,-2.10595922,-1.83642929,-3.252592,-2.33614399,-2.17946355,-1.514501,-4.48065712,-2.27076335,-1.69582028,-1.15803569,-2.00603464,-0.07223799,-2.96897306,-0.49874388,-2.64124314,-3.72074041,2.4604497,1.71659137,2.3023354,1.46507955,4.10004342,2.09395113,2.28229764,2.85907077,2.21054439,1.30619308,1.35689079,2.18374102,1.98028341,2.03199627,1.96717452,3.18614136
-2.5407253973539436,-40.41430817576496,3.3925082570196685,2.9270661349550418,337.476,2.444081092485549,2.275343,2.612819,1.2551651722439405,1493.0303088314615,6.636847313299326,-7.788125254259842,-7.784898687180822,0.0028085836624437907,0.006469311124863708,synth_0009,synthetic,0,0.1076,0.7145,0.0937,0.0842,2,0.2379,-40.3194,-779.3,512.0,0.70594642,0.29632448,3.54591413,10.75691617,6.85331773,6479.80095288,13313.4493634,12.97127261,5.90611562,619.04032472,446.04010021,153.52478571,5.58399233,0.03754914,0.05009442,101.37018919,11.53897871,26.74745215,32.0,34.20331075,2.1255401,3.75054547,1.0,25.6218754,5.00728025,3.22704158,1.0,0.2879335,0.13353451,0.16842337,0.26500669,0.05767784,2.92938543,3.74730059,0.12369853,0.37316348,512.0,0.89833598,0.10225567,12282.71199979,55862.71566316,7247.23201259,1595.94539195,4219.30137046,13.857587,6.30011282,374.5501536,766.39422777,78922317.4279097,507.47200726,0.07775297,0.10514361,361350527.1538507,109498.65474179,26.0,32.0,49.40181401,3.09447696,5.88683427,1.0,10.09374657,22.70712449,19.18956404,1.0,0.54436229,0.3687202,0.36714323,1.14864765,0.09465546,2.91407526,4.74263325,0.12316868,0.77870021,0.37990064,0.39554546,-0.80068057,-0.68218877,-0.05659457,-0.13785934,-1.46777015,0.34597653,0.27497868,0.13672435,-0.16341714,1.03531099,-0.76426456,0.68029511,-0.30424301,-0.24476699,1.65996195,1.32733404,1.9881531,1.47208116,2.24471862,1.41140062,2.5130984,1.86108107,1.44026799,0.91325298,1.2413862,1.17865351,1.80720943,1.21524609,2.00299558,2.55423605,-2.04246891,-1.92465014,-3.22228903,-2.39428413,-2.2005303,-1.49185226,-4.60710753,-2.18098878,-1.69027175,-1.17233227,-2.06621131,-0.10046365,-2.92642972,-0.52652199,-2.7206399,-3.62850048,2.5188971,1.73400938,2.23293136,1.40493089,4.11618187,2.0644467,2.33900056,2.92215001,2.22086995,1.33382458,1.33119031,2.19694829,1.92143007,2.16649729,1.92111313,3.17988599
-3.2701192188781025,-41.25382220254536,4.0825385461988,2.976252209200007,319.817,2.429365585365854,2.269457,2.589274,1.143973643245696,617.8019968775503,2.6598167989177353,-8.15170189807316,-8.150880729557256,0.0028404438721211164,0.069845109035657,synth_0010,synthetic,0,0.3295,0.2478,0.1165,0.3062,1,-0.6268,47.261,-1907.36,512.0,0.7063157,0.29399706,5.12653433,14.57909755,9.71629317,8044.16326971,12685.57798223,12.95094068,5.90226673,506.59510105,490.87694205,328.01773091,5.53414556,0.03807334,0.0509869,181.83219721,18.0979937,26.21108695,32.0,34.37836658,2.16989435,3.46356964,1.0,24.14489822,5.8463828,3.47864238,1.0,0.29104613,0.15405785,0.18521898,0.31624077,0.0652082,2.86264068,3.68576656,0.13806505,0.36772911,512.0,0.89753667,0.10243605,26973.39897046,93645.26569554,18562.13384032,1968.32721669,4830.04443404,13.85681183,6.40470212,357.56332371,691.9046745,400999381.94079846,660.32931274,0.08018273,0.11684648,1039309602.0947769,266005.85041345,26.0,32.0,47.02660688,2.90728213,5.87748774,1.0,11.01710464,19.597937,14.98986919,1.0,0.54966781,0.40264918,0.37844768,1.23236304,0.08998639,2.87441054,4.7499891,0.12656534,0.77969338,0.38779962,0.38794428,-0.7984785,-0.68145779,-0.06862432,-0.13358707,-1.4789773,0.3371569,0.27509318,0.14225926,-0.15992717,1.04250165,-0.77057501,0.67917433,-0.30716955,-0.24684135,1.65069905,1.32522435,1.98729539,1.46710765,2.24694357,1.41359138,2.50077279,1.86612346,1.42747913,0.90093856,1.249909,1.15457452,1.81044356,1.18419436,1.9867774,2.56384352,-2.0940097,-1.93174624,-3.2392033,-2.34894159,-2.18905172,-1.50063978,-4.51716817,-2.21553482,-1.71447495,-1.1564614,-1.98376213,-0.07349997,-2.94167459,-0.49353486,-2.68110215,-3.67311251,2.47820708,1.72242548,2.39298473,1.47332436,4.09646968,2.02770665,2.2777645,2.87794848,2.19353631,1.32639223,1.37674022,2.19721126,1.97701647,2.07283762,1.92396599,3.18183452
